"","temperature","lowerCI","upperCI","lowerQ","upperQ","mean","median","trait"
"320",31.9,0,71.7157424111093,0,23.584232216027,15.4759760350555,7.61876607645933,"S"
"321",32,0,69.1319169732947,0,22.0824574956813,14.5425530714087,6.59849614636073,"S"
"322",32.1,0,66.650942414268,0,20.5588698633023,13.6261546139454,5.58869242016531,"S"
"323",32.2,0,64.286917645902,0,18.9578652834571,12.726309793882,4.52183649531667,"S"
"324",32.3,0,61.7899532358336,0,17.5207934031933,11.8664257150866,3.36549682083006,"S"
"325",32.4,0,59.3972122983263,0,16.1423320905729,11.0346930082952,2.31298779327902,"S"
"326",32.5,0,57.0174633506034,0,14.6962822690613,10.2213934559576,1.18997591315418,"S"
"327",32.6,0,54.6984791974017,0,13.3749232263742,9.45427101628882,0.140393971140784,"S"
"328",32.7,0,52.4938684787907,0,11.9825620976509,8.72320072462474,0,"S"
"329",32.8,0,49.9830174356052,0,10.6801542108875,8.02093088279851,0,"S"
"330",32.9,0,47.5499449938309,0,9.32759814360853,7.34792435103708,0,"S"
"331",33,0,45.2990974270987,0,8.04822634726629,6.72921946315116,0,"S"
"332",33.1,0,42.8205239826082,0,6.89922775723435,6.1491782769872,0,"S"
"333",33.2,0,40.703754124343,0,5.73185581761939,5.59430594041116,0,"S"
"334",33.3,0,38.459650455984,0,4.65403664530635,5.07233279823461,0,"S"
"335",33.4,0,36.3528435762112,0,3.56964609047577,4.59407240080108,0,"S"
"336",33.5,0,34.1744486658173,0,2.51118092546563,4.15078222124974,0,"S"
"337",33.6,0,31.9494989918172,0,1.70299709714631,3.73384831009307,0,"S"
"338",33.7,0,30.0451551223957,0,0.791119959939503,3.34050209042719,0,"S"
"339",33.8,0,27.8541901051776,0,0.0290964388157697,2.97292796744783,0,"S"
"340",33.9,0,25.7500291245638,0,0,2.63514113785647,0,"S"
"341",34,0,23.7408194067466,0,0,2.31581392012307,0,"S"
"342",34.1,0,21.8166725712105,0,0,2.02389689109233,0,"S"
"343",34.2,0,19.6350602916637,0,0,1.75808040931855,0,"S"
"344",34.3,0,17.7752123967461,0,0,1.51874154923609,0,"S"
"345",34.4,0,16.0187193862185,0,0,1.31086720408051,0,"S"
"346",34.5,0,14.2920983959941,0,0,1.12349572287364,0,"S"
"347",34.6,0,12.5692932590926,0,0,0.950134761298593,0,"S"
"348",34.7,0,10.6842277692296,0,0,0.790598961291451,0,"S"
"349",34.8,0,8.92611286354699,0,0,0.66309224952317,0,"S"
"350",34.9,0,7.26726213474908,0,0,0.545886789625414,0,"S"
"351",35,0,5.7618187927725,0,0,0.444723545738872,0,"S"
"352",35.1,0,4.11486029895609,0,0,0.355046422308823,0,"S"
"353",35.2,0,2.83108773535128,0,0,0.28405220925906,0,"S"
"354",35.3,0,1.5364885878492,0,0,0.224121739747905,0,"S"
"355",35.4,0,0.293897486064087,0,0,0.172318591381829,0,"S"
"356",35.5,0,0,0,0,0.137237807678126,0,"S"
"357",35.6,0,0,0,0,0.108149339351059,0,"S"
"358",35.7,0,0,0,0,0.0852157031120619,0,"S"
"359",35.8,0,0,0,0,0.0671862204671945,0,"S"
"360",35.9,0,0,0,0,0.0486519269239171,0,"S"
"361",36,0,0,0,0,0.0357636834457692,0,"S"
"362",36.1,0,0,0,0,0.0264905426854827,0,"S"
"363",36.2,0,0,0,0,0.019180184949028,0,"S"
"364",36.3,0,0,0,0,0.0129717072869036,0,"S"
"365",36.4,0,0,0,0,0.00951109554762649,0,"S"
"366",36.5,0,0,0,0,0.00750733981555217,0,"S"
"367",36.6,0,0,0,0,0.00494933558910969,0,"S"
"368",36.7,0,0,0,0,0.00331718533579585,0,"S"
"369",36.8,0,0,0,0,0.00189674705937935,0,"S"
"370",36.9,0,0,0,0,0.000762745854999681,0,"S"
"371",37,0,0,0,0,0.000563574348560348,0,"S"
"372",37.1,0,0,0,0,5.81694051362973e-05,0,"S"
"373",37.2,0,0,0,0,3.7644482147605e-05,0,"S"
"374",37.3,0,0,0,0,1.52562167597481e-05,0,"S"
"375",37.4,0,0,0,0,0,0,"S"
"376",37.5,0,0,0,0,0,0,"S"
"377",37.6,0,0,0,0,0,0,"S"
"378",37.7,0,0,0,0,0,0,"S"
"379",37.8,0,0,0,0,0,0,"S"
"380",37.9,0,0,0,0,0,0,"S"
"381",38,0,0,0,0,0,0,"S"
"382",38.1,0,0,0,0,0,0,"S"
"383",38.2,0,0,0,0,0,0,"S"
"384",38.3,0,0,0,0,0,0,"S"
"385",38.4,0,0,0,0,0,0,"S"
"386",38.5,0,0,0,0,0,0,"S"
"387",38.6,0,0,0,0,0,0,"S"
"388",38.7,0,0,0,0,0,0,"S"
"389",38.8,0,0,0,0,0,0,"S"
"390",38.9,0,0,0,0,0,0,"S"
"391",39,0,0,0,0,0,0,"S"
"392",39.1,0,0,0,0,0,0,"S"
"393",39.2,0,0,0,0,0,0,"S"
"394",39.3,0,0,0,0,0,0,"S"
"395",39.4,0,0,0,0,0,0,"S"
"396",39.5,0,0,0,0,0,0,"S"
"397",39.6,0,0,0,0,0,0,"S"
"398",39.7,0,0,0,0,0,0,"S"
"399",39.8,0,0,0,0,0,0,"S"
"400",39.9,0,0,0,0,0,0,"S"
"401",40,0,0,0,0,0,0,"S"
"402",40.1,0,0,0,0,0,0,"S"
"403",40.2,0,0,0,0,0,0,"S"
"404",40.3,0,0,0,0,0,0,"S"
"405",40.4,0,0,0,0,0,0,"S"
"406",40.5,0,0,0,0,0,0,"S"
"407",40.6,0,0,0,0,0,0,"S"
"408",40.7,0,0,0,0,0,0,"S"
"409",40.8,0,0,0,0,0,0,"S"
"410",40.9,0,0,0,0,0,0,"S"
"411",41,0,0,0,0,0,0,"S"
"412",41.1,0,0,0,0,0,0,"S"
"413",41.2,0,0,0,0,0,0,"S"
"414",41.3,0,0,0,0,0,0,"S"
"415",41.4,0,0,0,0,0,0,"S"
"416",41.5,0,0,0,0,0,0,"S"
"417",41.6,0,0,0,0,0,0,"S"
"418",41.7,0,0,0,0,0,0,"S"
"419",41.8,0,0,0,0,0,0,"S"
"420",41.9,0,0,0,0,0,0,"S"
"421",42,0,0,0,0,0,0,"S"
"422",42.1,0,0,0,0,0,0,"S"
"423",42.2,0,0,0,0,0,0,"S"
"424",42.3,0,0,0,0,0,0,"S"
"425",42.4,0,0,0,0,0,0,"S"
"426",42.5,0,0,0,0,0,0,"S"
"427",42.6,0,0,0,0,0,0,"S"
"428",42.7,0,0,0,0,0,0,"S"
"429",42.8,0,0,0,0,0,0,"S"
"430",42.9,0,0,0,0,0,0,"S"
"431",43,0,0,0,0,0,0,"S"
"432",43.1,0,0,0,0,0,0,"S"
"433",43.2,0,0,0,0,0,0,"S"
"434",43.3,0,0,0,0,0,0,"S"
"435",43.4,0,0,0,0,0,0,"S"
"436",43.5,0,0,0,0,0,0,"S"
"437",43.6,0,0,0,0,0,0,"S"
"438",43.7,0,0,0,0,0,0,"S"
"439",43.8,0,0,0,0,0,0,"S"
"440",43.9,0,0,0,0,0,0,"S"
"441",44,0,0,0,0,0,0,"S"
"442",44.1,0,0,0,0,0,0,"S"
"443",44.2,0,0,0,0,0,0,"S"
"444",44.3,0,0,0,0,0,0,"S"
"445",44.4,0,0,0,0,0,0,"S"
"446",44.5,0,0,0,0,0,0,"S"
"447",44.6,0,0,0,0,0,0,"S"
"448",44.7,0,0,0,0,0,0,"S"
"449",44.8,0,0,0,0,0,0,"S"
"450",44.9,0,0,0,0,0,0,"S"
"451",45,0,0,0,0,0,0,"S"
