"","temperature","lowerCI","upperCI","lowerQ","upperQ","mean","median","trait","scaled_median"
"294",29.3,0,169.755728198117,26.1553786714257,81.3375531494389,58.3612818235436,50.7783183484781,"S",0.910694668567995
"295",29.4,0,169.669815706418,25.5969459422781,80.7869087094477,57.8447604792047,50.1869515639663,"S",0.900088673817891
"296",29.5,0,169.513850675119,24.9363694256854,80.2307402529228,57.2574015508209,49.5952592369429,"S",0.889476840555615
"297",29.6,0,169.238294271543,24.1760926896618,79.5605328147661,56.6283578477219,48.9586840002907,"S",0.878060045100061
"298",29.7,0,167.590600794888,23.4477623401222,78.8650264973192,55.9824083334594,48.2677273647935,"S",0.865667934754055
"299",29.8,0,166.751003870252,22.7500298009487,78.208934359142,55.3270377232018,47.5350286351902,"S",0.852527191846087
"300",29.9,0,165.671607549202,21.9798122934373,77.3694640113115,54.577355628113,46.6929296668988,"S",0.837424386834574
"301",30,0,164.23558242372,21.1868948276407,76.6108324734826,53.8483509794884,45.8925675635603,"S",0.82307012060165
"302",30.1,0,162.700100601603,20.2979097518576,75.7805055045706,53.0538875857143,45.0418084738544,"S",0.807811998780565
"303",30.2,0,161.461951679487,19.3189536734921,74.8727360806047,52.2317645484169,44.1512413328745,"S",0.791839930904542
"304",30.3,0,160.076405400545,18.5360481310103,73.9375919898555,51.3930919764073,43.3389239401675,"S",0.77727124996386
"305",30.4,0,158.776760172846,17.6825358973815,73.0783353534111,50.5562223267518,42.556242991024,"S",0.763234090192576
"306",30.5,0,157.001227739628,16.7285896157141,71.9915125665464,49.704854099743,41.6846088494195,"S",0.747601580264747
"307",30.6,0,155.257111341248,15.8275280306304,70.9755172697974,48.8086868009718,40.6697615121524,"S",0.729400582486188
"308",30.7,0,154.268325392012,14.9545744125146,69.9206973884579,47.9135755397638,39.7712684967419,"S",0.713286366310999
"309",30.8,0,152.665320382256,13.9872473620348,68.6352683880111,47.0031423921403,38.775096473514,"S",0.695420304967567
"310",30.9,0,151.105267180463,13.1070440012644,67.5802835337588,46.0837637164957,37.758319122743,"S",0.677184692946839
"311",31,0,149.482845000085,12.1996699331896,66.3121301607128,45.1278210163217,36.7356853934116,"S",0.658844048445606
"312",31.1,0,147.775269055137,11.3348350558765,65.0681749901799,44.1542005713153,35.7091571095673,"S",0.64043355621907
"313",31.2,0,146.153322014778,10.4570114008331,63.71583445818,43.1408057208871,34.5638642887735,"S",0.619893055868344
"314",31.3,0,144.055782849123,9.49099349542288,62.3377396767977,42.136710401378,33.5149381906988,"S",0.601080865226607
"315",31.4,0,142.109141148048,8.4960775237751,60.9213866453126,41.089429936831,32.4894487901646,"S",0.582689005076172
"316",31.5,0,140.384373862777,7.41218347528275,59.5765739404193,40.0542706605944,31.4469411647672,"S",0.563991927912737
"317",31.6,0,138.398312667109,6.56718989271841,58.2484890971641,39.0378135734968,30.4208228220394,"S",0.545588787863298
"318",31.7,0,136.35257775829,5.65102764644408,56.8664294453845,37.9945825313789,29.2546179284466,"S",0.524673235446532
"319",31.8,0,133.953998087454,4.79369345353678,55.3953919291822,36.9412854311245,28.1414865990357,"S",0.504709542278247
"320",31.9,0,131.7488110061,3.83669033003685,53.932780003242,35.854997187769,27.0133515338842,"S",0.48447676138528
"321",32,0,129.390286716018,3.07161338233616,52.5304677341089,34.7917798765737,25.9226960391029,"S",0.464916165905823
"322",32.1,0,126.913254820295,2.26929186348648,51.0507178006772,33.7351093640269,24.8498849188435,"S",0.445675604198052
"323",32.2,0,124.125853579657,1.35197080119625,49.5306123903324,32.6603869254095,23.7810497724296,"S",0.426506350448111
"324",32.3,0,121.256019140744,0.65973061382062,48.0330986520449,31.6014438963513,22.687227742366,"S",0.406888964060777
"325",32.4,0,118.647493437298,0.158010394645259,46.5361813937107,30.5272105855499,21.5760246113692,"S",0.386959852581544
"326",32.5,0,116.236425762244,9.01163619142985e-28,45.0167923895751,29.4502417029763,20.4186343734245,"S",0.366202388501789
"327",32.6,0,113.329808540879,0,43.4576229195114,28.3770374072143,19.4024061885458,"S",0.347976625614837
"328",32.7,0,110.110962047346,0,41.8432407287515,27.2956139931951,18.3185787877005,"S",0.328538490054223
"329",32.8,0,107.298729746827,0,40.212537784984,26.2112213200919,17.2756166359775,"S",0.309833261090673
"330",32.9,0,104.218278289106,0,38.595391743078,25.1151541921046,16.1263273566534,"S",0.289221085395133
"331",33,0,101.052811151985,0,37.0291318182681,24.0769224436396,15.1608212558667,"S",0.271905008631384
"332",33.1,0,98.0392120333636,0,35.4554340847651,23.0330329398334,14.1735332191074,"S",0.254198279053472
"333",33.2,0,94.9391905900488,0,33.8445037301231,21.9599334440981,13.1356693164548,"S",0.235584485734079
"334",33.3,0,91.8192037771938,0,32.2392178212107,20.8939193779962,12.0224173342401,"S",0.215618628692143
"335",33.4,0,88.8019019569123,0,30.6487105332829,19.8604395601931,10.9994556681793,"S",0.197272102739123
"336",33.5,0,85.6072151579039,0,29.0654975619147,18.8373351630277,10.0690786018555,"S",0.180586055197251
"337",33.6,0,82.0370556318739,0,27.3883641735128,17.7812807335338,9.05723192738782,"S",0.16243887345086
"338",33.7,0,78.452033507323,0,25.7291959832389,16.7319197849433,8.09147904921517,"S",0.145118370805022
"339",33.8,0,74.4866552847873,0,24.0997733483112,15.6702533789561,7.04722416854316,"S",0.126389957116178
"340",33.9,0,71.2542064237423,0,22.4194776703723,14.6238488540942,5.93357374189374,"S",0.106416954086855
"341",34,0,68.0364431125648,0,20.6341283686117,13.5571121494972,4.82586118954304,"S",0.0865504451408791
"342",34.1,0,64.9630526514427,0,18.8587423336913,12.4929023354266,3.70583103995491,"S",0.0664630235987694
"343",34.2,0,61.3943863419686,0,16.9999706288007,11.4528753987823,2.62411594205359,"S",0.0470627715894831
"344",34.3,0,58.1794740135738,0,15.3321945678216,10.4314720434423,1.51451166302442,"S",0.0271623350646413
"345",34.4,0,55.1725563174698,0,13.4321671921085,9.43515912295647,0.376292275287984,"S",0.00674869471998492
"346",34.5,0,51.7703474415045,0,11.5973459718837,8.47092846988158,0,"S",0
"347",34.6,0,47.8658327955242,0,9.86617685387634,7.54278048435061,0,"S",0
"348",34.7,0,44.4435506800651,0,8.04017017177249,6.63197929133181,0,"S",0
"349",34.8,0,40.6131095844899,0,6.41041705321849,5.79116786609692,0,"S",0
"350",34.9,0,37.521063929488,0,4.78097806559317,4.99836546989223,0,"S",0
"351",35,0,34.4982221577735,0,3.21126353240699,4.2842943263601,0,"S",0
"352",35.1,0,31.1657743275283,0,1.57227795539261,3.61384552446038,0,"S",0
"353",35.2,0,27.6437586000424,0,0.206888200755036,3.02096084887307,0,"S",0
"354",35.3,0,24.602767879241,0,0,2.50300671285153,0,"S",0
"355",35.4,0,21.4685408933861,0,0,2.03424061881516,0,"S",0
"356",35.5,0,18.7437536104778,0,0,1.64910874570835,0,"S",0
"357",35.6,0,15.601682186726,0,0,1.29817328275002,0,"S",0
"358",35.7,0,12.6673563609897,0,0,1.01883175723918,0,"S",0
"359",35.8,0,10.0588479644615,0,0,0.77743820394699,0,"S",0
"360",35.9,0,7.77054219094074,0,0,0.588276891171584,0,"S",0
"361",36,0,5.55915302867634,0,0,0.435325036499556,0,"S",0
"362",36.1,0,3.12838635667673,0,0,0.314498315737512,0,"S",0
"363",36.2,0,1.5057075520864,0,0,0.225887039861375,0,"S",0
"364",36.3,0,0.0851660941503337,0,0,0.161258128714724,0,"S",0
"365",36.4,0,0,0,0,0.115341200070373,0,"S",0
"366",36.5,0,0,0,0,0.0786979530852771,0,"S",0
"367",36.6,0,0,0,0,0.0526547586648464,0,"S",0
"368",36.7,0,0,0,0,0.0368495464787802,0,"S",0
"369",36.8,0,0,0,0,0.0258898204832772,0,"S",0
"370",36.9,0,0,0,0,0.0160996112966679,0,"S",0
"371",37,0,0,0,0,0.0111811071204968,0,"S",0
"372",37.1,0,0,0,0,0.00646294155366957,0,"S",0
"373",37.2,0,0,0,0,0.0043145812462954,0,"S",0
"374",37.3,0,0,0,0,0.00322281341783251,0,"S",0
"375",37.4,0,0,0,0,0.00232769606335031,0,"S",0
"376",37.5,0,0,0,0,0.00187187107756344,0,"S",0
"377",37.6,0,0,0,0,0.00105794362782358,0,"S",0
"378",37.7,0,0,0,0,0,0,"S",0
"379",37.8,0,0,0,0,0,0,"S",0
"380",37.9,0,0,0,0,0,0,"S",0
"381",38,0,0,0,0,0,0,"S",0
"382",38.1,0,0,0,0,0,0,"S",0
"383",38.2,0,0,0,0,0,0,"S",0
"384",38.3,0,0,0,0,0,0,"S",0
"385",38.4,0,0,0,0,0,0,"S",0
"386",38.5,0,0,0,0,0,0,"S",0
"387",38.6,0,0,0,0,0,0,"S",0
"388",38.7,0,0,0,0,0,0,"S",0
"389",38.8,0,0,0,0,0,0,"S",0
"390",38.9,0,0,0,0,0,0,"S",0
"391",39,0,0,0,0,0,0,"S",0
"392",39.1,0,0,0,0,0,0,"S",0
"393",39.2,0,0,0,0,0,0,"S",0
"394",39.3,0,0,0,0,0,0,"S",0
"395",39.4,0,0,0,0,0,0,"S",0
"396",39.5,0,0,0,0,0,0,"S",0
"397",39.6,0,0,0,0,0,0,"S",0
"398",39.7,0,0,0,0,0,0,"S",0
"399",39.8,0,0,0,0,0,0,"S",0
"400",39.9,0,0,0,0,0,0,"S",0
"401",40,0,0,0,0,0,0,"S",0
"402",40.1,0,0,0,0,0,0,"S",0
"403",40.2,0,0,0,0,0,0,"S",0
"404",40.3,0,0,0,0,0,0,"S",0
"405",40.4,0,0,0,0,0,0,"S",0
"406",40.5,0,0,0,0,0,0,"S",0
"407",40.6,0,0,0,0,0,0,"S",0
"408",40.7,0,0,0,0,0,0,"S",0
"409",40.8,0,0,0,0,0,0,"S",0
"410",40.9,0,0,0,0,0,0,"S",0
"411",41,0,0,0,0,0,0,"S",0
"412",41.1,0,0,0,0,0,0,"S",0
"413",41.2,0,0,0,0,0,0,"S",0
"414",41.3,0,0,0,0,0,0,"S",0
"415",41.4,0,0,0,0,0,0,"S",0
"416",41.5,0,0,0,0,0,0,"S",0
"417",41.6,0,0,0,0,0,0,"S",0
"418",41.7,0,0,0,0,0,0,"S",0
"419",41.8,0,0,0,0,0,0,"S",0
"420",41.9,0,0,0,0,0,0,"S",0
"421",42,0,0,0,0,0,0,"S",0
"422",42.1,0,0,0,0,0,0,"S",0
"423",42.2,0,0,0,0,0,0,"S",0
"424",42.3,0,0,0,0,0,0,"S",0
"425",42.4,0,0,0,0,0,0,"S",0
"426",42.5,0,0,0,0,0,0,"S",0
"427",42.6,0,0,0,0,0,0,"S",0
"428",42.7,0,0,0,0,0,0,"S",0
"429",42.8,0,0,0,0,0,0,"S",0
"430",42.9,0,0,0,0,0,0,"S",0
"431",43,0,0,0,0,0,0,"S",0
"432",43.1,0,0,0,0,0,0,"S",0
"433",43.2,0,0,0,0,0,0,"S",0
"434",43.3,0,0,0,0,0,0,"S",0
"435",43.4,0,0,0,0,0,0,"S",0
"436",43.5,0,0,0,0,0,0,"S",0
"437",43.6,0,0,0,0,0,0,"S",0
"438",43.7,0,0,0,0,0,0,"S",0
"439",43.8,0,0,0,0,0,0,"S",0
"440",43.9,0,0,0,0,0,0,"S",0
"441",44,0,0,0,0,0,0,"S",0
"442",44.1,0,0,0,0,0,0,"S",0
"443",44.2,0,0,0,0,0,0,"S",0
"444",44.3,0,0,0,0,0,0,"S",0
"445",44.4,0,0,0,0,0,0,"S",0
"446",44.5,0,0,0,0,0,0,"S",0
"447",44.6,0,0,0,0,0,0,"S",0
"448",44.7,0,0,0,0,0,0,"S",0
"449",44.8,0,0,0,0,0,0,"S",0
"450",44.9,0,0,0,0,0,0,"S",0
"451",45,0,0,0,0,0,0,"S",0
