trait_name,temp,trait,genus,species,trait_def,citation,data_source,notes
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.059
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.061
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.062
lf,27.5,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.063
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.064
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.066
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.068
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.069
lf,27.5,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.070
lf,27.5,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.071
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.072
lf,27.5,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.073
lf,27.5,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.076
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.077
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.078
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.079
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.080
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.082
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.083
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.084
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.085a
lf,27.5,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.085b
lf,27.5,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.087
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.088
lf,27.5,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.089
lf,27.5,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.090
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.091
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.092
lf,23.75,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.093
lf,23.75,13,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.094
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.095
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.096
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.097
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.099
lf,23.75,16,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.100a
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.100b
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.101
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.102
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.103
lf,23.75,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.104
lf,23.75,17,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.106
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.107
lf,23.75,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.109
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.110
lf,23.75,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.111
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.112A
lf,23.75,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.112B
lf,23.75,23,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.113
lf,23.75,18,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.114
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.115
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.116
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.117
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.118
lf,23.75,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.119
lf,23.75,20,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.122
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.123
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.124
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.127
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.128
lf,23.75,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.129
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.130
lf,17.12,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.132
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.133
lf,17.12,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.136
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.137
lf,17.12,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.138
lf,17.12,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.139
lf,17.12,20,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.141
lf,17.12,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.142
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.143
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.147
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.148
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.149
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.150
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.151
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.152
lf,13.35,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.153
lf,13.35,21,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.154
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.155
lf,13.35,35,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.156
lf,13.35,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.157
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.158
lf,13.35,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.159
lf,13.35,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.160
lf,13.35,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.163
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.164
lf,13.35,24,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.165
lf,13.35,13,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.166
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.167
lf,13.35,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.168
lf,13.35,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.169
lf,13.35,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,WAW_WAW.12.170
lf,32.18,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.046
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.051
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.052
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.054
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.056
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.057
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.058
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.059
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.061
lf,27.5,17,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.063
lf,27.5,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.064
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.066
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.071
lf,27.5,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.072
lf,27.5,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.073
lf,27.5,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.074
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.076
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.077
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.078
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.079
lf,27.5,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.081
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.084
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.085
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.086
lf,27.5,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.087
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.088
lf,27.5,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.090
lf,23.75,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.091
lf,23.75,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.092
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.093
lf,23.75,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.094
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.095
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.096
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.097
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.098
lf,23.75,13,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.099
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.100
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.101
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.102
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.103
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.104
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.108
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.109
lf,23.75,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.110
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.111
lf,23.75,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.112
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.113
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.114
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.116
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.117
lf,23.75,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.118
lf,23.75,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.119
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.120
lf,23.75,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.121
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.123
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.124
lf,23.75,0,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.125
lf,23.75,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.126
lf,23.75,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.129
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.130
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.131
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.132
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.133
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.134
lf,17.12,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.135
lf,17.12,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.136
lf,17.12,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.137
lf,17.12,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.139
lf,17.12,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.141
lf,17.12,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.143
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.146
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.147
lf,17.12,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.148
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.151
lf,13.35,20,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.152
lf,13.35,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.154
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.157
lf,13.35,14,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.159
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.160
lf,13.35,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.161
lf,13.35,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.162
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.163
lf,13.35,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.164
lf,13.35,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.165
lf,13.35,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.166
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.167
lf,13.35,25,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.168
lf,13.35,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,SB_SB.04.170
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.052
lf,27.5,22,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.053
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.054
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.055
lf,27.5,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.061
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.062
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.063
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.064
lf,27.5,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.066
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.067
lf,27.5,32,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.068
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.071
lf,27.5,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.072
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.074
lf,27.5,29,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.078
lf,27.5,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.079
lf,27.5,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.081
lf,27.5,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.082
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.084
lf,27.5,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.085a
lf,27.5,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.085b
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.086
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.087
lf,27.5,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.088
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.091
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.092
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.093
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.094
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.096
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.097
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.098
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.106
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.107
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.108
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.109
lf,23.75,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.110
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.111
lf,23.75,11,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.112
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.113
lf,23.75,20,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.114
lf,23.75,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.115
lf,23.75,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.116
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.117
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.119
lf,23.75,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.120
lf,23.75,13,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.123
lf,23.75,9,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.124
lf,23.75,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.125a
lf,23.75,17,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.129
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.131
lf,17.12,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.132
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.133
lf,17.12,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.135a
lf,17.12,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.135b
lf,17.12,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.136
lf,17.12,22,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.137
lf,17.12,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.138
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.142
lf,17.12,0,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.143
lf,17.12,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.144
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.145
lf,17.12,40,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.146
lf,17.12,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.147
lf,17.12,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.148
lf,17.12,1,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.149
lf,13.35,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.152
lf,13.35,12,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.153
lf,13.35,3,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.154
lf,13.35,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.156
lf,13.35,32,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.157
lf,13.35,27,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.158
lf,13.35,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.159
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.161
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.163
lf,13.35,6,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.164
lf,13.35,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.165
lf,13.35,4,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.166
lf,13.35,5,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.168
lf,13.35,2,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,JRA_JR.A.170A
lf,32.18,0,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.011
lf,32.18,0,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.026
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.051
lf,27.5,8,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.052
lf,27.5,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.053
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.054
lf,27.5,7,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.056
lf,27.5,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.057
lf,27.5,10,aedes,sierrensis,days,Couper_2024_ProcBiolSci,raw data,POW_POW.02.058
