Id,DatasetID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1DenValue,Interactor1DenUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
109856,859,SK025,survival,proportion of individuals surviving life stage (emergence rate),0.8,proportion,,,,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.5,mg,2002,2002,Laboratorio de Entomologia Medica e Veterinaria do Departame to de Zoologia da Universidad e Federal do Parana Brazil,colony,decimal,-25.447583,-49.232444,Aedes albopictus,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,30.0,Celsius,,egg,table 1,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,2019-02-01
109928,873,SK060,survival,proportion of individuals surviving life stage (emergence rate),0.507,proportion,0.1487,0.1487,SE,terrestrial,laboratory,total amount of liver made available as food,3.85,mg,2004,2004,Universidade Federal de Pernambuco,colony,decimal,-8.050411,-34.950785,Aedes albopictus,15,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,25.0,Celsius,,egg,table 1,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,Interactor1Temp,SecondStressorValue,2019-02-01
109930,873,SK060,survival,proportion of individuals surviving life stage (emergence rate),0.419,proportion,0.1268,0.1268,SE,terrestrial,laboratory,total amount of liver made available as food,3.5,mg,2004,2004,Universidade Federal de Pernambuco,colony,decimal,-8.050411,-34.950785,Aedes albopictus,15,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,30.0,Celsius,,egg,table 1,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,Interactor1Temp,SecondStressorValue,2019-02-01
109932,873,SK060,survival,proportion of individuals surviving life stage (emergence rate),0.283,proportion,0.0784,0.0784,SE,terrestrial,laboratory,total amount of liver made available as food,4.725,mg,2004,2004,Universidade Federal de Pernambuco,colony,decimal,-8.050411,-34.950785,Aedes albopictus,15,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,35.0,Celsius,,egg,table 1,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,Interactor1Temp,SecondStressorValue,2019-02-01
109933,873,SK060,survival,proportion of individuals surviving life stage (emergence rate),0.0,proportion,0.01,0.01,SE,terrestrial,laboratory,total amount of liver made available as food,4.725,mg,2004,2004,Universidade Federal de Pernambuco,colony,decimal,-8.050411,-34.950785,Aedes albopictus,15,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,35.0,Celsius,,pupa,table 2,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,Interactor1Temp,SecondStressorValue,2019-02-01
110241,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),83.2,percent,1.7,1.7,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,,egg,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110242,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),90.3,percent,1.1,1.1,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,larval,indeterminate,27.0,Celsius,,juvenile,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110243,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),89.3,percent,0.2,0.2,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,27.0,Celsius,,pupa,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110244,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),85.6,percent,3.3,3.3,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,,egg,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110245,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),94.5,percent,1.8,1.8,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,larval,indeterminate,27.0,Celsius,,juvenile,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110246,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),93.7,percent,1.9,1.9,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,27.0,Celsius,,pupa,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110247,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),82.0,percent,4.7,4.7,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,,egg,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110248,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),89.4,percent,0.5,0.5,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,larval,indeterminate,27.0,Celsius,,juvenile,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110249,917,SK104,survival,percentage of individuals surviving life stage (emergence rate),88.5,percent,1.0,1.0,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.72,mg,2014,2014,Guangzhou China,colony,decimal,23.170712,113.288211,Aedes albopictus,90,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,27.0,Celsius,,pupa,table 2,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,Unplottable,,2019-02-01
110256,921,SK051,survival,proportion of individuals surviving life stage (emergence rate),0.84,proportion,0.02,0.02,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,0.75,mg,2021,2021,Guangzhou China,colony,decimal,23.149248,113.244266,Aedes albopictus,100,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,,egg,in text,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,SecondStressorValue,Location,2019-02-01
110257,921,SK051,survival,proportion of individuals surviving life stage (emergence rate),0.89,proportion,0.02,0.02,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,0.75,mg,2021,2021,Guangzhou China,colony,decimal,23.149248,113.244266,Aedes albopictus,100,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,,egg,in text,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,SecondStressorValue,Location,2019-02-01
110258,921,SK051,survival,proportion of individuals surviving life stage (emergence rate),0.919,proportion,0.026,0.026,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,0.75,mg,2021,2021,Guangzhou China,colony,decimal,23.149248,113.244266,Aedes albopictus,100,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,27.0,Celsius,,juvenile,figure 4b,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,SecondStressorValue,Location,2019-02-01
110259,921,SK051,survival,proportion of individuals surviving life stage (emergence rate),0.94,proportion,0.02,0.02,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,1.0,mg,2021,2021,Guangzhou China,colony,decimal,23.149248,113.244266,Aedes albopictus,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,27.0,Celsius,,juvenile,figure 4b,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,SecondStressorValue,Location,2019-02-01
