Id,DatasetID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1DenUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
89467,109,PHX212,survival,percent surviving life stage,95.7,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L3,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89468,109,PHX212,survival,percent surviving life stage,77.4,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,120,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L3,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89469,109,PHX212,survival,percent surviving life stage,84.2,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L4,,15.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89470,109,PHX212,survival,percent surviving life stage,97.2,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L4,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89471,109,PHX212,survival,percent surviving life stage,97.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L4,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89472,109,PHX212,survival,percent surviving life stage,90.9,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L4,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89473,109,PHX212,survival,percent surviving life stage,50.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,120,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L4,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89474,109,PHX212,survival,percent surviving life stage,83.3,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,,15.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89475,109,PHX212,survival,percent surviving life stage,89.9,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89476,109,PHX212,survival,percent surviving life stage,93.8,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89477,109,PHX212,survival,percent surviving life stage,90.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89478,109,PHX212,survival,percent surviving life stage,8.2,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,120,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
109885,867,SK045,survival,proportion of individuals surviving life stage (emergence rate),0.96,individuals,0.025,0.03,SE,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.1,mg,2011,2011,Athens Greece,colony,decimal,37.993785,23.728037,Aedes albopictus,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,indeterminate,25.0,Celsius,,,juvenile,figure 2,Giatropoulos et al 2022. Laboratory study on larval competition between two related mosquito species: Aedes (Stegomyia) albopictus and Aedes (Stegomyia) cretinus. Acta Tropica 23,10.1016/j.actatropica.2022.106389,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,laboratory colonies of Ae. albopictus and Ae. cretinus were established from eggs collected using ovitraps from areas of Athens Greece in 2011.,SecondStressorValue,Location,2019-02-01
109888,867,SK045,survival,proportion of individuals surviving life stage (emergence rate),0.96,individuals,0.022,0.03,SE,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.1,mg,2011,2011,Athens Greece,colony,decimal,37.993785,23.728037,Aedes albopictus,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,indeterminate,25.0,Celsius,,,juvenile,figure 2,Giatropoulos et al 2022. Laboratory study on larval competition between two related mosquito species: Aedes (Stegomyia) albopictus and Aedes (Stegomyia) cretinus. Acta Tropica 23,10.1016/j.actatropica.2022.106389,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,laboratory colonies of Ae. albopictus and Ae. cretinus were established from eggs collected using ovitraps from areas of Athens Greece in 2011.,SecondStressorValue,Location,2019-02-01
109891,867,SK045,survival,proportion of individuals surviving life stage (emergence rate),0.92,individuals,0.024,0.01,SE,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.3,mg,2011,2011,Athens Greece,colony,decimal,37.993785,23.728037,Aedes albopictus,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,indeterminate,25.0,Celsius,,,juvenile,figure 2,Giatropoulos et al 2022. Laboratory study on larval competition between two related mosquito species: Aedes (Stegomyia) albopictus and Aedes (Stegomyia) cretinus. Acta Tropica 23,10.1016/j.actatropica.2022.106389,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,field-strain mosquitoes were established from larvae and eggs collected from around the area of Aman Damai Universiti Sains Malaysia. The F2 generation of field-strain Ae. albopictus was used in these experiments.,SecondStressorValue,Location,2019-02-01
109894,867,SK045,survival,proportion of individuals surviving life stage (emergence rate),0.94,individuals,0.04,0.01,SE,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.3,mg,2011,2011,Athens Greece,colony,decimal,37.993785,23.728037,Aedes albopictus,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile,indeterminate,25.0,Celsius,,,juvenile,figure 2,Giatropoulos et al 2022. Laboratory study on larval competition between two related mosquito species: Aedes (Stegomyia) albopictus and Aedes (Stegomyia) cretinus. Acta Tropica 23,10.1016/j.actatropica.2022.106389,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,field-strain mosquitoes were established from larvae and eggs collected from around the area of Aman Damai Universiti Sains Malaysia. The F2 generation of field-strain Ae. albopictus was used in these experiments.,SecondStressorValue,Location,2019-02-01
